entrezID	gene
8502	PKP4
100129029	PKP4-AS1
92196	DAPL1
85461	TANC1
102465535	MIR6888
151525	WDSUB1
29994	BAZ2B
29994	
64844	MARCHF7
9936	CD302
100526664	LY75-CD302
4065	LY75
22925	PLA2R1
3694	ITGB6
100505984	LINC02478
5937	RBMS1
100616364	MIR4785
10010	TANK
100996579	LINC01806
10213	PSMD14
10716	TBR1
57282	SLC4A10
1803	DPP4
100131604	DPP4-DT
2641	GCG
2191	FAP
64135	IFIH1
25801	GCA
90134	KCNH7
101929570	KCNH7-AS1
55137	FIGN
2888	GRB14
22837	COBLL1
100337591	SNORA70F
151258	SLC38A11
6328	SCN3A
6326	SCN2A
80034	CSRNP3
2591	GALNT3
79809	TTC21B
101929680	SCN1A-AS1
102724058	SCN1A-AS1
6323	SCN1A
6335	SCN9A
6332	SCN7A
129446	XIRP2
8708	B3GALT1
27347	STK39
253782	CERS6
100616356	MIR4774
100861402	CERS6-AS1
115677	NOSTRIN
57405	SPC25
57818	G6PC2
8647	ABCB11
10170	DHRS9
4036	LRP2
129880	BBS5
10324	KLHL41
79675	FASTKD1
9360	PPIG
129881	CCDC173
493911	PHOSPHO2
151230	KLHL23
100526832	KLHL23
6741	SSB
29081	METTL5
130507	UBR3
140469	MYO3B
440925	LINC01124
389058	SP5
285141	
285141	ERICH2
2571	GAD1
26003	GORASP2
9874	TLK1
79828	METTL8
80067	DCAF17
79901	CYBRD1
1781	DYNC1I2
8604	SLC25A12
8520	HAT1
254042	METAP1D
1745	DLX1
1746	DLX2
104326193	DLX2-DT
3655	ITGA6
101929947	ITGA6-AS1
5163	PDK1
91149	RAPGEF4-AS1
11069	RAPGEF4
51776	MAP3K20
339751	MAP3K20-AS1
83879	CDCA7
6670	SP3
100128905	LINC01960
29789	OLA1
285084	LINC01305
100131390	SP9
9541	CIR1
79634	SCRN3
151556	GPR155
7456	WIPF1
1134	CHRNA1
1123	CHN1
1386	ATF2
100126350	MIR933
518	ATP5MC3
80856	LNPK
344191	EVX2
3239	HOXD13
3238	HOXD12
3237	HOXD11
3236	HOXD10
3235	HOXD9
3234	HOXD8
3232	HOXD3
406903	MIR10B
3233	HOXD4
401022	HAGLR
3231	HOXD1
102465802	MIR7704
10651	MTX2
102724224	LINC01117
100302142	MIR1246
105373757	
220988	HNRNPA3
100616394	MIR4444-1
4780	NFE2L2
100422824	MIR3128
100130691	
102465255	MIR6512
8540	AGPS
150737	TTC30B
92104	TTC30A
50940	PDE11A
50940	
129831	RBM45
114880	OSBPL6
101927027	CHROMR
8575	PRKRA
494513	PJVK
51661	FKBP7
65977	PLEKHA3
100506866	TTN-AS1
101927055	TTN-AS1
7273	TTN
285025	CCDC141
91404	SESTD1
151126	ZNF385B
100302172	MIR1258
57703	CWC22
101669767	SCHLAP1
10477	UBE2E3
100616213	MIR4437
3676	ITGA4
375298	CERKL
4760	NEUROD1
6744	ITPRID2
151242	PPP1R1C
5136	PDE1A
54431	DNAJC10
2487	FRZB
10787	NCKAP1
142679	DUSP19
129401	NUP35
100616305	MIR548AE1
105373780	
91752	ZNF804A
107985781	FSIP2-AS1
101927196	FSIP2-AS2
401024	FSIP2
55854	ZC3H15
3685	ITGAV
165215	FAM171B
151112	ZSWIM2
10203	CALCRL
7035	TFPI
51454	GULP1
693146	MIR561
1281	COL3A1
100302219	MIR1245A
100616324	MIR1245B
100500837	MIR3606
1290	COL5A2
100422908	MIR3129
84128	WDR75
30061	SLC40A1
54529	ASNSD1
110599588	ASDURF
150709	ANKAR
64172	OSGEPL1
94101	ORMDL1
5378	PMS1
84281	C2orf88
2660	MSTN
26275	HIBCH
3628	INPP1
54842	MFSD6
100131211	NEMP2
105376748	
4664	NAB1
2744	GLS
6772	STAT1
105373805	
6775	STAT4
4430	MYO1B
64859	NABP1
729254	
8436	CAVIN2
23671	TMEFF2
112268441	
64002	PCGEM1
101927431	LINC01790
57181	SLC39A10
56171	DNAH7
9262	STK17B
57520	HECW2
101927482	HECW2-AS1
284992	CCDC150
9330	GTF3C3
401027	C2orf66
80055	PGAP1
91526	ANKRD44
101927596	ANKRD44-AS1
101927547	ANKRD44-IT1
23451	SF3B1
80219	COQ10B
3329	HSPD1
3336	HSPE1
100529241	HSPE1-MOB4
25843	MOB4
130132	RFTN2
92935	MARS2
66037	BOLL
5334	PLCL1
23314	SATB2
150538	SATB2-AS1
101927641	LINC01877
348751	FTCDNL1
205327	C2orf69
129450	TYW5
79568	MAIP1
26010	SPATS2L
130535	KCTD18
151246	SGO2
316	AOX1
101927795	BZW1-AS1
9689	BZW1
1195	CLK1
53938	PPIL3
60491	NIF3L1
4999	ORC2
285172	FAM126B
4709	NDUFB3
8837	CFLAR
65072	CFLAR-AS1
843	CASP10
841	CASP8
130540	FLACC1
66008	TRAK2
55437	STRADB
151254	C2CD6
65062	TMEM237
58538	MPP4
57679	ALS2
65061	CDK15
8324	FZD7
100652824	KIAA2012
7341	SUMO1
51602	NOP58
692110	SNORD70
692058	SNORD11
659	BMPR2
150864	FAM117B
130026	ICA1L
55759	WDR12
79800	CARF
65065	NBEAL1
57404	CYP20A1
10152	ABI2
65059	RAPH1
940	CD28
1493	CTLA4
29851	ICOS
117583	PARD3B
8828	NRP2
54891	INO80D
4719	NDUFS1
1933	EEF1B2
619569	SNORA41
2825	GPR1
57683	ZDBF2
8745	ADAM23
200726	FAM237A
391475	DYTN
130752	MDH1B
22868	FASTKD2
100422993	MIR3130-1
100423002	MIR3130-2
130749	CPO
8609	KLF7
100423036	MIR2355
105373853	MYOSLID
102465835	MIR7845
100302130	MIR1302-4
1385	CREB1
151194	METTL21A
151195	CCNYL1
100616361	MIR4775
7855	FZD5
389072	PLEKHM3
1421	CRYGD
1420	CRYGC
1419	CRYGB
1418	CRYGA
389073	C2orf80
3417	IDH1
100507475	IDH1-AS1
200576	PIKFYVE
5746	PTH2R
4133	MAP2
285175	UNC80
6120	RPE
151050	KANSL1L
33	ACADL
4632	MYL1
10314	LANCL1
1373	CPS1
29034	CPS1-IT1
2066	ERBB4
100313771	MIR548F2
102725079	LINC01878
100616267	MIR4776-1
100616472	MIR4776-2
22807	IKZF2
79582	SPAG16
100616375	MIR4438
402117	VWC2L
100885780	VWC2L-IT1
580	BARD1
109617008	SNORA70I
26154	ABCA12
471	ATIC
2335	FN1
102724849	
646324	LINC00607
55686	MREG
55825	PECR
92691	TMEM169
7520	XRCC5
150967	LINC01963
57574	MARCHF4
50485	SMARCAL1
6168	RPL37A
3485	IGFBP2
3488	IGFBP5
7141	TNP1
105373876	
7145	TNS1
102465485	MIR6809
105373878	TNS1-AS1
285180	RUFY4
3579	CXCR2
3577	CXCR1
10109	ARPC2
151306	GPBAR1
14	AAMP
25953	PNKD
64114	TMBIM1
102465256	MIR6513
102466197	MIR6810
375307	CATIP
6556	SLC11A1
58190	CTDSP1
407017	MIR26B
7429	VIL1
57695	USP37
9125	CNOT9
84812	PLCD4
7701	ZNF142
617	BCS1L
64320	RNF25
27148	STK36
9654	TTLL4
1593	CYP27A1
53632	PRKAG3
103504730	MIR9500
7475	WNT6
80326	WNT10A
101928537	LINC01494
8941	CDK5R2
54738	FEV
1412	CRYBA2
494324	MIR375
100129175	
255101	CFAP65
3549	IHH
100422957	MIR3131
79840	NHEJ1
151295	SLC23A3
27013	CNPPD1
79137	RETREG2
130617	ZFAND2B
10058	ABCB6
79065	ATG9A
55139	ANKZF1
79411	GLB1L
8576	STK16
7277	TUBA4A
80086	TUBA4B
3300	DNAJB2
5798	PTPRN
406944	MIR153-1
389075	RESP18
23549	DNPEP
1674	DES
10290	SPEG
100996693	SPEGNB
29926	GMPPA
55515	ASIC4
79586	CHPF
130612	TMEM198
100423039	MIR3132
23363	OBSL1
3623	INHA
114790	STK11IP
6508	SLC4A3
100422959	MIR4268
2043	EPHA4
5077	PAX3
151278	CCDC140
440934	CT75
130367	SGPP2
10056	FARSB
116255	MOGAT1
2181	ACSL3
23704	KCNE4
7857	SCG2
130340	AP1S3
57590	WDFY1
65080	MRPL44
5270	SERPINE2
79843	FAM124B
8452	CUL3
55619	DOCK10
100616207	MIR4439
57624	NYAP2
100847053	MIR5702
3667	IRS1
84236	RHBDD1
1286	COL4A4
1285	COL4A3
56947	MFF
79853	TM4SF20
100847081	MIR5703
3267	AGFG1
56918	C2orf83
80704	SLC19A3
6364	CCL20
164781	DAW1
80309	SPHKAP
101928765	LINC01807
55022	PID1
92737	DNER
9320	TRIP12
130888	FBXO36
151473	SLC16A14
3431	SP110
11262	SP140
93349	SP140L
6672	SP100
151475	LINC01907
51719	CAB39
81618	ITM2C
151484	GCSIR
9290	GPR55
348761	SPATA3-AS1
130560	SPATA3
257407	C2orf72
5707	PSMD1
3357	HTR2B
80210	ARMC9
100616317	MIR4777
93010	B3GNT7
4691	NCL
654321	SNORA75
6082	SNORD20
25826	SNORD82
151477	LINC00471
10316	NMUR1
165100	TEX44
5757	PTMA
100302285	MIR1244-1
5147	PDE6D
64708	COPS7B
100302126	MIR1471
4880	NPPC
129563	DIS3L2
693147	MIR562
250	ALPP
347694	ECEL1P2
251	ALPG
248	ALPI
9427	ECEL1
646960	PRSS56
1144	CHRND
1146	CHRNG
200765	TIGD1
100847037	MIR5001
9470	EIF4E2
80303	EFHD1
26058	GIGYF2
3769	KCNJ13
389084	SNORC
25791	NGEF
101928881	
4759	NEU2
3635	INPP5D
55054	ATG16L1
677775	SCARNA5
677772	SCARNA6
6295	SAG
8527	DGKD
55230	USP40
54576	UGT1A8
54575	UGT1A10
54600	UGT1A9
54577	UGT1A7
54578	UGT1A6
54579	UGT1A5
54657	UGT1A4
54659	UGT1A3
414061	DNAJB3
100286922	
54658	UGT1A1
339766	MROH2A
55355	HJURP
151507	MSL3P1
79054	TRPM8
6694	SPP2
105373934	LINC01891
10123	ARL4C
106144537	LINC01173
23677	SH3BP4
116987	AGAP1
100506749	AGAP1-IT1
2637	GBX2
401036	ASB18
79781	IQCA1
57007	ACKR3
93463	
10920	COPS8
1293	COL6A3
79083	MLPH
102465486	MIR6811
51052	PRLH
64284	RAB17
105373958	
9208	LRRFIP1
375316	RBM44
10267	RAMP1
140739	UBE2F
51540	SCLY
339768	ESPNL
377007	KLHL30
151176	ERFE
80895	ILKAP
151174	LINC02610
55502	HES6
8864	PER2
26146	TRAF3IP1
51665	ASB1
117581	TWIST2
401039	LINC01940
9759	HDAC4
100616397	MIR4440
100616493	MIR4441
100423043	MIR4269
100616360	MIR2467
101928111	HDAC4-AS1
401040	
4705	NDUFA10
100616417	MIR4786
389090	OR6B2
150681	OR6B3
150678	COPS9
150677	OTOS
2817	GPC1
100130449	
406941	MIR149
51281	ANKMY1
285193	DUSP28
57140	RNPEPL1
11132	CAPN10
2859	GPR35
653437	AQP12B
375318	AQP12A
547	KIF1A
189	AGXT
79919	MAB21L4
728763	CROCC2
200772	UICLM
25992	SNED1
130916	MTERF4
23178	PASK
5510	PPP1R7
50636	ANO7
3069	HDLBP
4735	SEPTIN2
9855	FARP2
100422942	MIR3133
10494	STK25
666	BOK
51078	THAP4
23192	ATG4B
1841	DTYMK
84289	ING5
728294	D2HGDH
64090	GAL3ST2
129807	NEU4
5133	PDCD1
285093	RTP5
101927289	LINC01237
285095	FAM240C
102723927	LINC01238
285097	
105373979	LINC01880
102723927	LINC01238
245938	DEFB125
81623	DEFB126
140850	DEFB127
245939	DEFB128
140881	DEFB129
400830	DEFB132
140680	C20orf96
85364	ZCCHC3
100507459	NRSN2-AS1
6666	SOX12
80023	NRSN2
57761	TRIB3
10616	RBCK1
128637	TBC1D20
1457	CSNK2A1
6939	TCF15
140809	SRXN1
85508	SCRT2
113278	SLC52A3
83541	FAM110A
51378	ANGPT4
343637	RSPO4
105372493	
9491	PSMF1
55321	TMEM74B
400831	C20orf202
642636	RAD21L1
9751	SNPH
27111	SDCBP2
100507495	SDCBP2-AS1
2280	FKBP1A
102465524	MIR6869
55968	NSFL1C
284759	SIRPB2
128646	SIRPD
10326	SIRPB1
55423	SIRPG
101929010	SIRPG-AS1
100289473	
140885	SIRPA
727993	PDYN-AS1
5173	PDYN
140901	STK35
7053	TGM3
343641	TGM6
6628	SNRPB
79175	ZNF343
117532	TMC2
10528	NOP56
100302138	MIR1292
692213	SNORD110
677831	SNORA51
692201	SNORD86
26793	SNORD56
26792	SNORD57
3420	IDH3B
57593	EBF4
56265	CPXM1
128653	C20orf141
100288797	TMEM239
64773	PCED1A
64601	VPS16
5786	PTPRA
2797	GNRH2
64949	MRPS26
5020	OXT
551	AVP
100134015	UBOX5-AS1
22888	UBOX5
60493	FASTKD5
9762	LZTS3
65992	DDRGK1
3704	ITPA
83959	SLC4A11
25943	C20orf194
8455	ATRN
64096	GFRA4
80332	ADAM33
6614	SIGLEC1
116835	HSPA12B
54976	C20orf27
25876	SPEF1
1059	CENPB
994	CDC25B
55317	AP5S1
57506	MAVS
80025	PANK2
406896	MIR103A2
100302282	MIR103B2
11237	RNF24
54498	SMOX
146	ADRA1D
5621	PRNP
23627	PRND
149830	PRNT
9770	RASSF2
9962	SLC23A2
29058	TMEM230
5111	PCNA
8760	CDS2
128674	PROKR2
100507629	LINC00658
149837	LINC00654
101929207	LINC01729
56261	GPCPD1
149840	SHLD1
1114	CHGB
51605	TRMT6
84515	MCM8
54675	CRLS1
164312	LRRN4
55612	FERMT1
101929244	CASC20
650	BMP2
101929265	LINC01428
101929288	LINC01751
102465865	MIR8062
54363	HAO1
56255	TMX4
23236	PLCB1
100874337	PLCB1-IT1
26767	RNU105B
5332	PLCB4
101929329	LAMP5-AS1
24141	LAMP5
57144	PAK5
63926	ANKEF1
6616	SNAP25
8195	MKKS
128710	SLX4IP
182	JAG1
102465525	MIR6870
101929413	
22903	BTBD3
101929486	LINC01722
100505515	LINC01723
55304	SPTLC3
140862	ISM1
55617	TASP1
51575	ESF1
79133	NDUFAF5
80343	SEL1L2
140733	MACROD2
23767	FLRT3
140848	MACROD2-IT1
100379174	MACROD2-AS1
613266	
55614	KIF16B
6629	SNRPB2
56914	OTOR
5126	PCSK2
631	BFSP1
11034	DSTN
6238	RRBP1
140836	BANF2
27131	SNX5
58495	OVOL2
692086	SNORD17
92667	MGME1
57325	KAT14
100303755	PET117
7692	ZNF133
440757	LINC00851
55184	DZANK1
10621	POLR3F
100422875	MIR3192
10741	RBBP9
10483	SEC23B
388789	SMIM26
92675	DTD1
101929526	DTD1-AS1
140856	SCP2D1
57419	SLC24A3
100130264	SLC24A3-AS1
54453	RIN2
51126	NAA20
51340	CRNKL1
26074	CFAP61
3642	INSM1
57186	RALGAPA2
105372556	LINC00237
55857	KIZ
101929591	KIZ-AS1
22803	XRN2
644524	NKX2-4
4821	NKX2-2
101929608	LINC01726
5075	PAX1
100270679	LINC01432
101929663	LINC01427
284788	
140828	LINC00261
3170	FOXA2
101929685	LNCNEF
6754	SSTR4
7056	THBD
22918	CD93
200261	LINC00656
100505664	
29107	NXT1
64412	GZF1
63908	NAPB
128817	CSTL1
140880	CST11
10047	CST8
164380	CST13P
128821	CST9L
128822	CST9
1471	CST3
105372573	
1472	CST4
1469	CST1
1470	CST2
1473	CST5
92086	GGTLC1
400839	LINC01721
79953	SYNDIG1
8530	CST7
57136	APMAP
84532	ACSS1
30813	VSX1
284798	
955	ENTPD6
5834	PYGB
26090	ABHD12
9837	GINS1
22981	NINL
140838	NANP
102724826	ZNF337-AS1
26152	ZNF337
101926955	LINC01733
284800	FAM182A
149934	NCOR1P1
284801	MIR663AHG
724033	MIR663A
100289097	FRG1CP
105379478	FAM242B
107985433	LINC01597
245929	DEFB115
245930	DEFB116
117285	DEFB118
245932	DEFB119
245934	DEFB121
245935	DEFB122
245936	DEFB123
245937	DEFB124
28954	REM1
140875	LINC00028
81502	HM13
3397	ID1
100422904	MIR3193
84701	COX4I2
598	BCL2L1
103021294	ABALON
22974	TPX2
85366	MYLK2
2307	FOXS1
128853	DUSP15
164395	TTLL9
81572	PDRG1
343702	XKR7
140706	CCM2L
3055	HCK
9777	TM9SF4
5326	PLAGL2
23509	POFUT1
100302183	MIR1825
9371	KIF3B
171023	ASXL1
140688	NOL4L
101929698	
149950	NOL4L-DT
284805	C20orf203
149951	COMMD7
1789	DNMT3B
22919	MAPRE1
388795	EFCAB8
140732	SUN5
80341	BPIFB2
128859	BPIFB6
359710	BPIFB3
149954	BPIFB4
140683	BPIFA2
317716	BPIFA4P
128861	BPIFA3
51297	BPIFA1
92747	BPIFB1
51654	CDK5RAP1
6640	SNTA1
9139	CBFA2T2
63941	NECAB3
128864	C20orf144
170487	ACTL10
1869	E2F1
11264	PXMP4
84905	ZNF341
101929746	ZNF341-AS1
128866	CHMP4B
101926888	RALY-AS1
22913	RALY
100616434	MIR4755
8894	EIF2S2
434	ASIP
191	AHCY
83737	ITCH
693229	MIR644A
83658	DYNLRB1
84557	MAP1LC3A
128869	PIGU
23054	NCOA6
58476	TP53INP2
2686	GGT7
55902	ACSS2
2937	GSS
57644	MYH7B
574501	MIR499A
100616134	MIR499B
26133	TRPC4AP
55741	EDEM2
111089941	EDEM2
10544	PROCR
101410538	MMP24OS
10893	MMP24
3692	EIF6
140846	FAM83C-AS1
128876	FAM83C
55245	UQCC1
8200	GDF5
100302125	MIR1289-1
11190	CEP250
140873	C20orf173
51614	ERGIC3
6676	SPAG4
8904	CPNE1
10137	RBM12
9054	NFS1
140823	ROMO1
9584	RBM39
51230	PHF20
51282	SCAND1
140894	CNBD2
647979	NORAD
2036	EPB41L1
25980	AAR2
22839	DLGAP4
101926987	DLGAP4-AS1
10398	MYL9
60436	TGIF2
100527943	TGIF2-RAB5IF
55969	RAB5IF
84174	SLA2
57446	NDRG3
79980	DSN1
140710	SOGA1
140711	TLDC2
25939	SAMHD1
5933	RBL1
140699	MROH8
6185	RPN2
2691	GHRH
63905	MANBAL
6714	SRC
10904	BLCAP
4826	NNAT
100861522	LINC00489
100287792	
56259	CTNNBL1
128434	VSTM2L
9675	TTI1
58490	RPRD1B
7052	TGM2
85449	KIAA1755
671	BPI
3929	LBP
388796	SNHG17
128439	SNHG11
57148	RALGAPB
100616190	MIR548O2
149685	ADIG
343578	ARHGAP40
140679	SLC32A1
79913	ACTR5
26051	PPP1R16B
81610	FAM83D
60625	DHX35
339568	LINC01734
9935	MAFB
7150	TOP1
5335	PLCG1
102466912	MIR6871
23051	ZHX3
64900	LPIN3
90187	EMILIN3
84181	CHD6
11122	PTPRT
101927159	
101927138	PTPRT-AS1
6431	SRSF6
26013	L3MBTL1
10110	SGK2
51098	IFT52
4605	MYBL2
149699	GTSF1L
105372626	LINC01728
84969	TOX2
57158	JPH2
51526	OSER1
100505783	OSER1-DT
78997	GDAP1L1
128486	FITM2
140902	R3HDML
3172	HNF4A
101927219	HNF4A-AS1
100500813	MIR3646
140834	LINC01620
101927242	LINC01620
79183	TTPAL
10955	SERINC3
11142	PKIG
100	ADA
8839	CCN5
60598	KCNK15
140730	RIMS4
7529	YWHAB
80336	PABPC1L
10953	TOMM34
100505826	STK4-AS1
6789	STK4
3787	KCNS1
149708	WFDC5
128488	WFDC12
5266	PI3
6406	SEMG1
6407	SEMG2
6590	SLPI
8785	MATN4
11317	RBPJL
6385	SDC4
90196	SYS1
27296	TP53TG5
55861	DBNDD2
51604	PIGT
102465487	MIR6812
10406	WFDC2
10816	SPINT3
140870	WFDC6
100526773	EPPIN-WFDC6
57119	EPPIN
90199	WFDC8
259240	WFDC9
140832	WFDC10A
259239	WFDC11
280664	WFDC10B
164237	WFDC13
100500897	MIR3617
391253	SPINT4
140686	WFDC3
116092	DNTTIP1
11065	UBE2C
7125	TNNC2
90203	SNX21
10005	ACOT8
140831	ZSWIM3
90204	ZSWIM1
128497	SPATA25
140825	NEURL2
5476	CTSA
5360	PLTP
63935	PCIF1
63925	ZNF335
4318	MMP9
109729184	SLC12A5-AS1
57468	SLC12A5
57727	NCOA5
958	CD40
64405	CDH22
51006	SLC35C2
63916	ELMO2
55713	ZNF334
128506	OCSTAMP
64849	SLC13A3
112858	TP53RK
81031	SLC2A10
2139	EYA2
100500814	MIR3616
23613	ZMYND8
100131496	
101927377	
8202	NCOA3
55959	SULF2
284749	LINC00494
57580	PREX1
10564	ARFGEF2
102723483	CSE1L-AS1
1434	CSE1L
6780	STAU1
55661	DDX27
57169	ZNFX1
441951	ZFAS1
692057	SNORD12
3745	KCNB1
5740	PTGIS
9334	B4GALT5
23315	SLC9A8
9825	SPATA2
55905	RNF114
6615	SNAI1
387522	PEDS1-UBE2V1
7335	UBE2V1
387521	PEDS1
101927512	LINC01275
101927541	LINC01273
1051	CEBPB
100506115	PELATON
284751	LINC01270
101927586	LINC01271
5770	PTPN1
693230	MIR645
140876	RIPOR3
100302146	MIR1302-5
100506175	RIPOR3-AS1
84612	PARD6B
55653	BCAS4
23394	ADNP
101927631	ADNP-AS1
8813	DPM1
27304	MOCS3
3755	KCNG1
4773	NFATC2
100422889	MIR3194
10079	ATP9A
57167	SALL4
101927678	LINC01429
55734	ZFP64
101927700	LINC01524
128553	TSHZ2
7764	ZNF217
105372672	
8537	BCAS1
100616225	MIR4756
1591	CYP24A1
5203	PFDN4
55816	DOK5
101927796	LINC01441
140689	CBLN4
4159	MC3R
116151	FAM210B
6790	AURKA
1477	CSTF1
57091	CASS4
51507	RTF2
140687	GCNT7
200232	FAM209A
388799	FAM209B
105372682	LINC01716
7022	TFAP2C
655	BMP7
100422883	MIR4325
23626	SPO11
8480	RAE1
100462983	MTRNR2L3
100291105	RBM38-AS1
55544	RBM38
140690	CTCFL
5105	PCK1
81030	ZBP1
56937	PMEPA1
105416157	NKILA
105376992	LINC01742
128602	C20orf85
140731	ANKRD60
57403	RAB22A
9217	VAPB
164284	APCDD1L
149773	APCDD1L-DT
79160	LINC01711
8675	STX16
79716	NPEPL1
407022	MIR296
100126296	MIR298
149775	GNAS-AS1
2778	GNAS
51497	NELFCD
1522	CTSZ
81027	TUBB1
514	ATP5F1E
51012	PRELID3B
128611	ZNF831
1908	EDN3
116154	PHACTR3
10388	SYCP2
63939	FAM217B
5509	PPP1R3D
60437	CDH26
284756	C20orf197
284757	MIR646HG
693231	MIR646
100616362	MIR4533
100616440	MIR548AG2
1002	CDH4
100128310	
6874	TAF4
100302168	MIR1257
100422838	MIR3195
149986	LSM14B
5688	PSMA7
26039	SS18L1
26164	MTG2
11255	HRH3
9885	OSBPL2
11047	ADRM1
3911	LAMA5
100616340	MIR4758
101928158	LAMA5-AS1
6227	RPS21
81928	CABLES2
140893	RBBP8NL
140628	GATA5
128826	MIR1-1HG
406904	MIR1-1
406923	MIR133A2
28231	SLCO4A1
100127888	SLCO4A1-AS1
4923	NTSR1
55257	MRGBP
101409261	OGFR-AS1
11054	OGFR
1299	COL9A3
10732	TCFL5
11083	DIDO1
54994	GID8
63910	SLC17A9
128408	BHLHE23
63930	LINC01749
100144597	LINC01056
768097	HAR1B
406909	MIR124-3
54915	YTHDF1
79444	BIRC7
100423014	MIR3196
128414	NKAIN4
100192386	
55738	ARFGAP1
100422945	MIR4326
57642	COL20A1
1137	CHRNA4
100130587	
3785	KCNQ2
1917	EEF1A2
79144	PPDPF
5753	PTK6
6725	SRMS
79025	FNDC11
85441	HELZ2
26205	GMEB2
100505771	MHENCR
50861	STMN3
51750	RTEL1
8771	TNFRSF6B
10139	ARFRP1
84619	ZGPAT
54923	LIME1
56731	SLC2A4RG
140685	ZBTB46
112268269	
140701	ABHD16B
7165	TPD52L2
80331	DNAJC5
100126329	MIR941-1
100126339	MIR941-2
100126352	MIR941-3
100126330	MIR941-4
103504732	MIR941-5
54963	UCKL1
100302137	MIR1914
693232	MIR647
100113386	UCKL1-AS1
57473	ZNF512B
140700	SAMD10
24148	PRPF6
284739	C20orf204
54345	SOX18
6919	TCEA2
10287	RGS19
102466741	MIR6813
4987	OPRL1
198437	LKAAEAR1
4661	MYT1
2832	NPBWR2
55251	PCMTD2
102723996	
102724023	GATD3B
102724159	
105379487	LINC01670
102724219	
102724334	
102724354	LINC01669
102724398	
102724428	SIK1B
102724701	
102724560	CBSL
102724594	U2AF1L5
102724652	CRYAA2
102466252	MIR8069-1
102724843	
102724951	
102723360	
102723553	SMIM11B
102723451	FAM243B
102723475	KCNE1B
102465433	MIR6724-1
100500862	MIR3648-1
109864281	RNA5-8SN2
103504727	MIR6724-2
103504739	MIR6724-3
109910381	RNA5-8SN3
103504733	MIR6724-4
106632260	RNA5-8SN1
101930100	LINC01666
103504731	MIR3648-2
100132288	TEKT4P2
100233156	TEKT4P2
441058	LINC01667
7179	TPTE
100423018	MIR3156-3
102724188	LINC01674
317754	POTED
100423008	MIR3118-1
103504736	MIR8069-2
54055	CYP4F29P
391267	ANKRD20A11P
149998	LIPI
54033	RBM11
150000	ABCC13
6782	HSPA13
64092	SAMSN1
388813	SAMSN1
100874190	SAMSN1-AS1
8204	NRIP1
105369292	
101927745	
105369302	
29761	USP25
109617014	SNORD74B
407055	MIR99A
406885	MIRLET7C
406912	MIR125B2
1525	CXADR
10950	BTG3
110806272	BTG3-AS1
246312	C21orf91-OT1
54149	C21orf91
140578	CHODL
5651	TMPRSS15
100422920	MIR548X
105372746	LINC01683
387486	LINC00320
4685	NCAM2
378828	LINC00317
101927821	LINC01425
101927843	LINC01687
54143	LINC00308
102466967	MIR6130
266917	
105372749	
101927869	LINC01689
105372751	LINC01684
339622	LINC01692
54072	LINC00158
114614	MIR155HG
406947	MIR155
54148	MRPL39
58494	JAM2
522	ATP5PF
2551	GABPA
351	APP
100996571	CYYR1-AS1
116159	CYYR1
9510	ADAMTS1
11096	ADAMTS5
100616243	MIR4759
54088	LINC00113
246705	LINC00314
284825	LINC01697
101927973	LINC01695
118421	LINC00161
29104	N6AMT1
26046	LTN1
10069	RWDD2B
10600	USP16
10694	CCT8
56911	MAP3K7CL
193629	LINC00189
571	BACH1
100379661	BACH1
54147	BACH1-IT3
2897	GRIK1
26285	CLDN17
266919	LINC00307
9073	CLDN8
643803	KRTAP24-1
100131902	KRTAP25-1
388818	KRTAP26-1
643812	KRTAP27-1
337963	KRTAP23-1
337959	KRTAP13-2
100422891	MIR4327
140258	KRTAP13-1
337960	KRTAP13-3
284827	KRTAP13-4
254950	KRTAP15-1
337882	KRTAP19-1
337969	KRTAP19-2
337970	KRTAP19-3
337971	KRTAP19-4
337972	KRTAP19-5
337973	KRTAP19-6
337974	KRTAP19-7
100288287	KRTAP22-2
337968	KRTAP6-3
337967	KRTAP6-2
337979	KRTAP22-1
337966	KRTAP6-1
337975	KRTAP20-1
100151643	KRTAP20-4
337976	KRTAP20-2
337985	KRTAP20-3
100288323	KRTAP21-3
337978	KRTAP21-2
337977	KRTAP21-1
337879	KRTAP8-1
337878	KRTAP7-1
337880	KRTAP11-1
7074	TIAM1
728299	KRTAP19-8
150051	
6647	SOD1
57466	SCAF4
30811	HUNK
54069	MIS18A
56246	MRAP
9875	URB1
677846	SNORA80A
84996	URB1-AS1
110091775	CFAP298-TCP10L
59271	EVA1C
140290	TCP10L
56683	CFAP298
8867	SYNJ1
100506215	PAXBP1-AS1
94104	PAXBP1
56245	C21orf62
102724502	LINC01690
10215	OLIG2
116448	OLIG1
3455	IFNAR2
3588	IL10RB
3454	IFNAR1
3460	IFNGR2
757	TMEM50B
54943	DNAJC28
2618	GART
6651	SON
102465248	MIR6501
29980	DONSON
9946	CRYZL1
6453	ITSN1
539	ATP5PO
100506334	LINC00649
64968	MRPS6
6526	SLC5A3
114036	LINC00310
9992	KCNE2
54065	SMIM11A
101928147	FAM243A
388820	SMIM34A
3753	KCNE1
1827	RCAN1
54102	CLIC6
54064	LINC00160
100506385	LINC01426
861	RUNX1
100506403	RUNX1
768219	MIR802
54093	SETD4
100133286	
873	CBR1
105369306	
100506428	CBR3-AS1
874	CBR3
